detection_id,timestamp,camera_id,frame_id,vehicle_class,confidence_score,bbox_area_pixels,lane_id,estimated_speed_kmh,is_emergency_vehicle
1042,2026-08-06 18:55:08,CAM_JUNCTION_01,11,Car,0.852,9041,Westbound_Lane1,46.3,0
1043,2026-08-06 18:55:08,CAM_JUNCTION_01,11,Motorcycle,0.793,16487,Eastbound_Lane1,42.3,0
1044,2026-08-06 18:55:08,CAM_JUNCTION_01,11,Truck,0.866,5911,Southbound_Lane1,31.7,0
1045,2026-08-06 18:55:08,CAM_JUNCTION_01,11,Car,0.884,3342,Eastbound_Lane1,20.5,0
1046,2026-08-06 18:55:09,CAM_JUNCTION_01,12,Car,0.869,3875,Southbound_Lane1,19.2,0
1047,2026-08-06 18:55:09,CAM_JUNCTION_01,12,Car,0.962,1856,Northbound_Lane1,45.7,0
1048,2026-08-06 18:55:09,CAM_JUNCTION_01,12,Car,0.922,11201,Eastbound_Lane1,19.0,0
1049,2026-08-06 18:55:09,CAM_JUNCTION_01,12,Motorcycle,0.84,2802,Westbound_Lane1,14.4,0
1050,2026-08-06 18:55:09,CAM_JUNCTION_01,12,Bus,0.891,4310,Northbound_Lane1,7.6,0
1051,2026-08-06 18:55:09,CAM_JUNCTION_01,13,Car,0.823,6935,Eastbound_Lane1,14.8,0
1052,2026-08-06 18:55:09,CAM_JUNCTION_01,13,Car,0.98,14175,Northbound_Lane1,30.5,0
1053,2026-08-06 18:55:09,CAM_JUNCTION_01,13,Car,0.838,7748,Northbound_Lane1,26.4,0
1054,2026-08-06 18:55:09,CAM_JUNCTION_01,13,Car,0.825,12206,Southbound_Lane1,26.4,0
1055,2026-08-06 18:55:09,CAM_JUNCTION_01,13,Truck,0.92,15094,Eastbound_Lane1,4.2,0
1056,2026-08-06 18:55:10,CAM_JUNCTION_01,14,Car,0.884,7665,Eastbound_Lane1,16.1,0
1057,2026-08-06 18:55:10,CAM_JUNCTION_01,14,Car,0.891,10900,Westbound_Lane1,42.0,0
1058,2026-08-06 18:55:10,CAM_JUNCTION_01,14,Car,0.961,15439,Northbound_Lane1,47.5,0
1059,2026-08-06 18:55:10,CAM_JUNCTION_01,14,Car,0.871,13640,Westbound_Lane1,44.6,0
1060,2026-08-06 18:55:10,CAM_JUNCTION_01,14,Car,0.824,8517,Westbound_Lane1,36.9,0
1061,2026-08-06 18:55:10,CAM_JUNCTION_01,14,Car,0.943,10405,Southbound_Lane1,42.3,0
1062,2026-08-06 18:55:10,CAM_JUNCTION_01,15,Car,0.881,11233,Eastbound_Lane1,42.9,0
1063,2026-08-06 18:55:10,CAM_JUNCTION_01,15,Bus,0.944,14620,Northbound_Lane2,47.0,0
1064,2026-08-06 18:55:10,CAM_JUNCTION_01,15,Car,0.946,15804,Eastbound_Lane1,17.7,0
1065,2026-08-06 18:55:11,CAM_JUNCTION_01,16,Truck,0.96,6014,Westbound_Lane1,4.2,0
1066,2026-08-06 18:55:11,CAM_JUNCTION_01,16,Car,0.866,10606,Eastbound_Lane1,0.2,0
1067,2026-08-06 18:55:11,CAM_JUNCTION_01,16,Car,0.974,13611,Eastbound_Lane1,2.8,0
1068,2026-08-06 18:55:11,CAM_JUNCTION_01,16,Car,0.908,14431,Westbound_Lane1,39.8,0
1069,2026-08-06 18:55:11,CAM_JUNCTION_01,16,Car,0.941,10066,Eastbound_Lane1,1.5,0
1070,2026-08-06 18:55:11,CAM_JUNCTION_01,17,Car,0.835,10888,Northbound_Lane2,2.2,0
1071,2026-08-06 18:55:11,CAM_JUNCTION_01,17,Car,0.79,16622,Northbound_Lane2,39.6,0
1072,2026-08-06 18:55:11,CAM_JUNCTION_01,17,Car,0.924,13628,Southbound_Lane1,32.3,0
1073,2026-08-06 18:55:11,CAM_JUNCTION_01,17,Motorcycle,0.979,10899,Southbound_Lane1,21.3,0
1074,2026-08-06 18:55:11,CAM_JUNCTION_01,17,Car,0.863,8290,Southbound_Lane1,12.6,0
1075,2026-08-06 18:55:12,CAM_JUNCTION_01,18,Car,0.806,12929,Westbound_Lane1,38.9,0
1076,2026-08-06 18:55:12,CAM_JUNCTION_01,18,Car,0.865,15163,Northbound_Lane1,21.4,0
1077,2026-08-06 18:55:12,CAM_JUNCTION_01,18,Car,0.882,13808,Southbound_Lane1,48.1,0
1078,2026-08-06 18:55:12,CAM_JUNCTION_01,18,Car,0.964,10956,Westbound_Lane1,4.4,0
1079,2026-08-06 18:55:12,CAM_JUNCTION_01,18,Car,0.924,12088,Northbound_Lane1,35.7,0
1080,2026-08-06 18:55:12,CAM_JUNCTION_01,19,Bus,0.828,8865,Eastbound_Lane1,10.7,0
1081,2026-08-06 18:55:12,CAM_JUNCTION_01,19,Car,0.921,5201,Westbound_Lane1,34.5,0
1082,2026-08-06 18:55:13,CAM_JUNCTION_01,20,Car,0.895,5486,Westbound_Lane1,1.3,0
1083,2026-08-06 18:55:13,CAM_JUNCTION_01,20,Motorcycle,0.913,15381,Eastbound_Lane1,23.0,0
1084,2026-08-06 18:55:13,CAM_JUNCTION_01,20,Car,0.825,12883,Westbound_Lane1,32.4,0
1085,2026-08-06 18:55:13,CAM_JUNCTION_01,21,Car,0.864,2924,Northbound_Lane2,37.8,0
1086,2026-08-06 18:55:13,CAM_JUNCTION_01,21,Car,0.897,14028,Southbound_Lane1,48.1,0
1087,2026-08-06 18:55:13,CAM_JUNCTION_01,21,Car,0.842,15494,Eastbound_Lane1,0.3,0
1088,2026-08-06 18:55:14,CAM_JUNCTION_01,22,Bus,0.807,3342,Eastbound_Lane1,11.9,0
1089,2026-08-06 18:55:14,CAM_JUNCTION_01,22,Bus,0.903,14482,Northbound_Lane2,7.1,0
1090,2026-08-06 18:55:14,CAM_JUNCTION_01,22,Bus,0.978,3351,Southbound_Lane1,23.8,0
1091,2026-08-06 18:55:14,CAM_JUNCTION_01,22,Car,0.957,16466,Eastbound_Lane1,32.9,0
1092,2026-08-06 18:55:14,CAM_JUNCTION_01,22,Car,0.786,8443,Southbound_Lane1,38.6,0
1093,2026-08-06 18:55:14,CAM_JUNCTION_01,22,Car,0.967,7570,Northbound_Lane2,16.9,0
1094,2026-08-06 18:55:14,CAM_JUNCTION_01,23,Car,0.887,17914,Northbound_Lane1,42.8,0
1095,2026-08-06 18:55:14,CAM_JUNCTION_01,23,Car,0.88,17338,Eastbound_Lane1,31.9,0
1096,2026-08-06 18:55:14,CAM_JUNCTION_01,23,Car,0.882,5722,Northbound_Lane2,37.4,0
1097,2026-08-06 18:55:14,CAM_JUNCTION_01,23,Car,0.806,15663,Northbound_Lane1,2.3,0
1098,2026-08-06 18:55:14,CAM_JUNCTION_01,23,Car,0.816,9081,Westbound_Lane1,33.2,0
1099,2026-08-06 18:55:14,CAM_JUNCTION_01,23,Car,0.874,3223,Northbound_Lane2,10.3,0
1100,2026-08-06 18:55:15,CAM_JUNCTION_01,24,Car,0.975,5585,Southbound_Lane1,52.3,0
1101,2026-08-06 18:55:15,CAM_JUNCTION_01,24,Car,0.862,17572,Westbound_Lane1,35.4,0
1102,2026-08-06 18:55:15,CAM_JUNCTION_01,24,Car,0.813,7876,Southbound_Lane1,26.7,0
1103,2026-08-06 18:55:15,CAM_JUNCTION_01,25,Car,0.841,4037,Southbound_Lane1,22.5,0
1104,2026-08-06 18:55:15,CAM_JUNCTION_01,25,Car,0.951,1315,Eastbound_Lane1,43.8,0
1105,2026-08-06 18:55:15,CAM_JUNCTION_01,25,Car,0.914,13977,Eastbound_Lane1,51.7,0
1106,2026-08-06 18:55:15,CAM_JUNCTION_01,25,Car,0.902,4194,Southbound_Lane1,40.2,0
1107,2026-08-06 18:55:15,CAM_JUNCTION_01,25,Car,0.79,6030,Northbound_Lane1,16.9,0
1108,2026-08-06 18:55:16,CAM_JUNCTION_01,26,Car,0.888,9787,Westbound_Lane1,8.6,0
1109,2026-08-06 18:55:16,CAM_JUNCTION_01,26,Motorcycle,0.874,15691,Eastbound_Lane1,31.7,0
1110,2026-08-06 18:55:16,CAM_JUNCTION_01,26,Car,0.964,7007,Southbound_Lane1,3.6,0
1111,2026-08-06 18:55:16,CAM_JUNCTION_01,26,Car,0.948,6762,Northbound_Lane2,37.5,0
1112,2026-08-06 18:55:16,CAM_JUNCTION_01,26,Car,0.875,9852,Eastbound_Lane1,44.6,0
1113,2026-08-06 18:55:16,CAM_JUNCTION_01,26,Car,0.801,12301,Southbound_Lane1,36.9,0
1114,2026-08-06 18:55:16,CAM_JUNCTION_01,27,Car,0.979,8620,Eastbound_Lane1,53.1,0
1115,2026-08-06 18:55:16,CAM_JUNCTION_01,27,Car,0.931,5212,Southbound_Lane1,52.5,0
1116,2026-08-06 18:55:16,CAM_JUNCTION_01,27,Motorcycle,0.905,13348,Eastbound_Lane1,0.4,0
1117,2026-08-06 18:55:17,CAM_JUNCTION_01,28,Car,0.966,11576,Westbound_Lane1,4.2,0
1118,2026-08-06 18:55:17,CAM_JUNCTION_01,28,Car,0.947,13292,Southbound_Lane1,19.0,0
1119,2026-08-06 18:55:17,CAM_JUNCTION_01,28,Car,0.893,3041,Westbound_Lane1,45.3,0
1120,2026-08-06 18:55:17,CAM_JUNCTION_01,28,Car,0.912,6925,Northbound_Lane1,49.9,0
1121,2026-08-06 18:55:17,CAM_JUNCTION_01,29,Car,0.837,10449,Northbound_Lane1,2.9,0
1122,2026-08-06 18:55:17,CAM_JUNCTION_01,29,Car,0.945,5442,Northbound_Lane1,33.9,0
1123,2026-08-06 18:55:17,CAM_JUNCTION_01,29,Car,0.869,3720,Eastbound_Lane1,48.9,0
1124,2026-08-06 18:55:17,CAM_JUNCTION_01,29,Car,0.857,8201,Eastbound_Lane1,9.6,0
1125,2026-08-06 18:55:18,CAM_JUNCTION_01,30,Car,0.932,2696,Northbound_Lane1,47.7,0
1126,2026-08-06 18:55:18,CAM_JUNCTION_01,30,Motorcycle,0.938,10218,Southbound_Lane1,33.3,0
1127,2026-08-06 18:55:18,CAM_JUNCTION_01,31,Car,0.914,3364,Southbound_Lane1,41.0,0
1128,2026-08-06 18:55:18,CAM_JUNCTION_01,31,Car,0.918,9299,Southbound_Lane1,38.7,0
1129,2026-08-06 18:55:18,CAM_JUNCTION_01,31,Car,0.794,14478,Northbound_Lane1,6.4,0
1130,2026-08-06 18:55:19,CAM_JUNCTION_01,32,Car,0.815,12940,Southbound_Lane1,20.9,0
1131,2026-08-06 18:55:19,CAM_JUNCTION_01,32,Car,0.939,9193,Eastbound_Lane1,6.8,0
1132,2026-08-06 18:55:19,CAM_JUNCTION_01,33,Car,0.832,10001,Northbound_Lane1,41.9,0
1133,2026-08-06 18:55:19,CAM_JUNCTION_01,33,Car,0.931,2511,Eastbound_Lane1,6.2,0
1134,2026-08-06 18:55:19,CAM_JUNCTION_01,33,Bus,0.788,2297,Eastbound_Lane1,3.4,0
1135,2026-08-06 18:55:19,CAM_JUNCTION_01,33,Car,0.905,12250,Eastbound_Lane1,35.1,0
1136,2026-08-06 18:55:19,CAM_JUNCTION_01,33,Car,0.92,14883,Southbound_Lane1,17.7,0
1137,2026-08-06 18:55:19,CAM_JUNCTION_01,33,Car,0.888,2573,Westbound_Lane1,27.8,0
1138,2026-08-06 18:55:20,CAM_JUNCTION_01,34,Car,0.879,15505,Westbound_Lane1,21.3,0
1139,2026-08-06 18:55:20,CAM_JUNCTION_01,34,Car,0.949,16143,Northbound_Lane1,34.4,0
1140,2026-08-06 18:55:20,CAM_JUNCTION_01,34,Car,0.937,6958,Northbound_Lane1,44.0,0
1141,2026-08-06 18:55:20,CAM_JUNCTION_01,34,Car,0.895,11189,Southbound_Lane1,41.1,0
1142,2026-08-06 18:55:20,CAM_JUNCTION_01,35,Car,0.951,1342,Northbound_Lane1,35.3,0
1143,2026-08-06 18:55:20,CAM_JUNCTION_01,35,Car,0.827,3410,Northbound_Lane2,34.1,0
1144,2026-08-06 18:55:20,CAM_JUNCTION_01,35,Car,0.975,1691,Southbound_Lane1,18.4,0
1145,2026-08-06 18:55:20,CAM_JUNCTION_01,35,Motorcycle,0.893,16203,Westbound_Lane1,24.7,0
1146,2026-08-06 18:55:20,CAM_JUNCTION_01,35,Car,0.826,13410,Westbound_Lane1,23.1,0
1147,2026-08-06 18:55:20,CAM_JUNCTION_01,35,Car,0.94,9335,Southbound_Lane1,35.2,0
1148,2026-08-06 18:55:21,CAM_JUNCTION_01,36,Car,0.935,1848,Northbound_Lane1,5.4,0
1149,2026-08-06 18:55:21,CAM_JUNCTION_01,36,Car,0.948,13110,Southbound_Lane1,48.9,0
1150,2026-08-06 18:55:21,CAM_JUNCTION_01,36,Car,0.901,10354,Eastbound_Lane1,25.2,0
1151,2026-08-06 18:55:21,CAM_JUNCTION_01,36,Bus,0.866,16221,Eastbound_Lane1,6.7,0
1152,2026-08-06 18:55:21,CAM_JUNCTION_01,37,Car,0.915,12831,Eastbound_Lane1,16.5,0
1153,2026-08-06 18:55:21,CAM_JUNCTION_01,37,Motorcycle,0.784,2884,Eastbound_Lane1,16.3,0
1154,2026-08-06 18:55:22,CAM_JUNCTION_01,38,Motorcycle,0.894,15615,Eastbound_Lane1,7.0,0
1155,2026-08-06 18:55:22,CAM_JUNCTION_01,38,Car,0.858,15236,Northbound_Lane1,30.6,0
1156,2026-08-06 18:55:22,CAM_JUNCTION_01,38,Car,0.923,12024,Northbound_Lane1,38.3,0
1157,2026-08-06 18:55:22,CAM_JUNCTION_01,39,Car,0.838,2110,Northbound_Lane1,52.3,0
1158,2026-08-06 18:55:22,CAM_JUNCTION_01,39,Car,0.887,1658,Eastbound_Lane1,52.0,0
1159,2026-08-06 18:55:22,CAM_JUNCTION_01,39,Car,0.958,15961,Westbound_Lane1,16.1,0
1160,2026-08-06 18:55:22,CAM_JUNCTION_01,39,Car,0.972,5887,Northbound_Lane1,44.3,0
1161,2026-08-06 18:55:23,CAM_JUNCTION_01,40,Car,0.887,16720,Southbound_Lane1,37.3,0
1162,2026-08-06 18:55:23,CAM_JUNCTION_01,40,Car,0.931,10197,Northbound_Lane1,51.1,0
1163,2026-08-06 18:55:23,CAM_JUNCTION_01,40,Car,0.947,10285,Westbound_Lane1,16.1,0
1164,2026-08-06 18:55:23,CAM_JUNCTION_01,41,Car,0.823,17069,Northbound_Lane2,25.0,0
1165,2026-08-06 18:55:23,CAM_JUNCTION_01,41,Motorcycle,0.955,11018,Northbound_Lane2,29.3,0
1166,2026-08-06 18:55:23,CAM_JUNCTION_01,41,Car,0.881,7063,Southbound_Lane1,26.4,0
1167,2026-08-06 18:55:23,CAM_JUNCTION_01,41,Car,0.849,14461,Southbound_Lane1,30.9,0
1168,2026-08-06 18:55:24,CAM_JUNCTION_01,42,Car,0.911,12724,Eastbound_Lane1,15.0,0
1169,2026-08-06 18:55:24,CAM_JUNCTION_01,42,Truck,0.78,5553,Northbound_Lane2,7.3,0
1170,2026-08-06 18:55:24,CAM_JUNCTION_01,42,Car,0.973,4464,Westbound_Lane1,27.1,0
1171,2026-08-06 18:55:24,CAM_JUNCTION_01,42,Car,0.874,1240,Southbound_Lane1,36.5,0
1172,2026-08-06 18:55:24,CAM_JUNCTION_01,43,Motorcycle,0.896,11828,Westbound_Lane1,17.7,0
1173,2026-08-06 18:55:24,CAM_JUNCTION_01,43,Car,0.876,15017,Southbound_Lane1,49.4,0
1174,2026-08-06 18:55:24,CAM_JUNCTION_01,43,Car,0.847,15814,Northbound_Lane1,42.5,0
1175,2026-08-06 18:55:24,CAM_JUNCTION_01,43,Motorcycle,0.933,8398,Southbound_Lane1,51.1,0
1176,2026-08-06 18:55:25,CAM_JUNCTION_01,44,Car,0.857,9331,Northbound_Lane2,21.4,0
1177,2026-08-06 18:55:25,CAM_JUNCTION_01,44,Car,0.803,9279,Southbound_Lane1,54.5,0
1178,2026-08-06 18:55:25,CAM_JUNCTION_01,44,Car,0.809,1460,Northbound_Lane1,46.9,0
1179,2026-08-06 18:55:25,CAM_JUNCTION_01,44,Car,0.913,5796,Westbound_Lane1,3.1,0
1180,2026-08-06 18:55:25,CAM_JUNCTION_01,44,Car,0.787,16818,Northbound_Lane1,15.8,0
1181,2026-08-06 18:55:25,CAM_JUNCTION_01,45,Car,0.935,11787,Eastbound_Lane1,40.7,0
1182,2026-08-06 18:55:25,CAM_JUNCTION_01,45,Car,0.919,14364,Southbound_Lane1,37.2,0
1183,2026-08-06 18:55:25,CAM_JUNCTION_01,45,Car,0.829,17972,Eastbound_Lane1,5.5,0
1184,2026-08-06 18:55:25,CAM_JUNCTION_01,45,Car,0.94,1637,Northbound_Lane1,46.6,0
1185,2026-08-06 18:55:26,CAM_JUNCTION_01,46,Car,0.98,14437,Eastbound_Lane1,22.3,0
1186,2026-08-06 18:55:26,CAM_JUNCTION_01,46,Car,0.78,4198,Eastbound_Lane1,12.4,0
1187,2026-08-06 18:55:26,CAM_JUNCTION_01,46,Car,0.808,9288,Southbound_Lane1,7.2,0
1188,2026-08-06 18:55:26,CAM_JUNCTION_01,46,Car,0.835,17523,Westbound_Lane1,0.5,0
1189,2026-08-06 18:55:26,CAM_JUNCTION_01,47,Car,0.953,5971,Westbound_Lane1,47.3,0
1190,2026-08-06 18:55:26,CAM_JUNCTION_01,47,Car,0.854,11747,Westbound_Lane1,49.3,0
1191,2026-08-06 18:55:26,CAM_JUNCTION_01,47,Car,0.945,3351,Northbound_Lane2,38.5,0
1192,2026-08-06 18:55:26,CAM_JUNCTION_01,47,Car,0.847,2946,Northbound_Lane1,33.9,0
1193,2026-08-06 18:55:26,CAM_JUNCTION_01,47,Car,0.84,3314,Northbound_Lane2,52.5,0
1194,2026-08-06 18:55:27,CAM_JUNCTION_01,48,Car,0.79,2143,Northbound_Lane2,34.1,0
1195,2026-08-06 18:55:27,CAM_JUNCTION_01,48,Car,0.872,13903,Eastbound_Lane1,11.7,0
1196,2026-08-06 18:55:27,CAM_JUNCTION_01,48,Car,0.898,14336,Southbound_Lane1,47.3,0
1197,2026-08-06 18:55:27,CAM_JUNCTION_01,48,Car,0.804,15207,Southbound_Lane1,11.7,0
1198,2026-08-06 18:55:27,CAM_JUNCTION_01,49,Car,0.852,12821,Northbound_Lane1,49.4,0
1199,2026-08-06 18:55:27,CAM_JUNCTION_01,49,Motorcycle,0.953,5278,Westbound_Lane1,49.5,0
1200,2026-08-06 18:55:27,CAM_JUNCTION_01,49,Rickshaw,0.939,8746,Eastbound_Lane1,15.4,0
1201,2026-08-06 18:55:27,CAM_JUNCTION_01,49,Motorcycle,0.911,15244,Southbound_Lane1,50.8,0
1202,2026-08-06 18:55:27,CAM_JUNCTION_01,49,Car,0.959,2517,Eastbound_Lane1,11.0,0
1203,2026-08-06 18:55:28,CAM_JUNCTION_01,50,Bus,0.899,9332,Northbound_Lane1,10.3,0
1204,2026-08-06 18:55:28,CAM_JUNCTION_01,50,Car,0.953,6632,Southbound_Lane1,24.7,0
1205,2026-08-06 18:55:28,CAM_JUNCTION_01,50,Car,0.896,11464,Southbound_Lane1,34.1,0
1206,2026-08-06 18:55:28,CAM_JUNCTION_01,50,Car,0.977,6411,Northbound_Lane1,2.6,0
1207,2026-08-06 18:55:28,CAM_JUNCTION_01,50,Car,0.837,10327,Southbound_Lane1,39.1,0
1208,2026-08-06 18:55:28,CAM_JUNCTION_01,51,Bus,0.874,4334,Northbound_Lane2,20.4,0
1209,2026-08-06 18:55:28,CAM_JUNCTION_01,51,Car,0.805,14865,Westbound_Lane1,52.1,0
1210,2026-08-06 18:55:28,CAM_JUNCTION_01,51,Car,0.946,10553,Northbound_Lane2,29.6,0
1211,2026-08-06 18:55:28,CAM_JUNCTION_01,51,Car,0.871,8818,Westbound_Lane1,32.2,0
1212,2026-08-06 18:55:29,CAM_JUNCTION_01,52,Car,0.94,7693,Northbound_Lane2,23.7,0
1213,2026-08-06 18:55:29,CAM_JUNCTION_01,52,Car,0.903,16302,Northbound_Lane2,13.7,0
1214,2026-08-06 18:55:29,CAM_JUNCTION_01,52,Car,0.972,14928,Eastbound_Lane1,13.2,0
1215,2026-08-06 18:55:29,CAM_JUNCTION_01,52,Bus,0.934,12122,Northbound_Lane2,4.7,0
1216,2026-08-06 18:55:29,CAM_JUNCTION_01,53,Car,0.85,6201,Southbound_Lane1,6.8,0
1217,2026-08-06 18:55:29,CAM_JUNCTION_01,53,Car,0.833,13054,Eastbound_Lane1,34.7,0
1218,2026-08-06 18:55:29,CAM_JUNCTION_01,53,Car,0.828,15165,Westbound_Lane1,8.7,0
1219,2026-08-06 18:55:29,CAM_JUNCTION_01,53,Car,0.823,10150,Northbound_Lane1,51.6,0
1220,2026-08-06 18:55:29,CAM_JUNCTION_01,53,Car,0.852,17604,Northbound_Lane2,37.8,0
1221,2026-08-06 18:55:29,CAM_JUNCTION_01,53,Car,0.782,11169,Eastbound_Lane1,42.2,0
1222,2026-08-06 18:55:30,CAM_JUNCTION_01,54,Car,0.874,16652,Northbound_Lane2,1.9,0
1223,2026-08-06 18:55:30,CAM_JUNCTION_01,54,Motorcycle,0.832,1867,Northbound_Lane2,42.4,0
1224,2026-08-06 18:55:30,CAM_JUNCTION_01,54,Car,0.924,10555,Eastbound_Lane1,22.6,0
1225,2026-08-06 18:55:30,CAM_JUNCTION_01,54,Car,0.866,13377,Eastbound_Lane1,53.3,0
1226,2026-08-06 18:55:30,CAM_JUNCTION_01,55,Car,0.908,17991,Eastbound_Lane1,41.1,0
1227,2026-08-06 18:55:30,CAM_JUNCTION_01,55,Bus,0.862,16295,Northbound_Lane2,24.8,0
1228,2026-08-06 18:55:30,CAM_JUNCTION_01,55,Truck,0.806,7254,Northbound_Lane2,17.9,0
1229,2026-08-06 18:55:30,CAM_JUNCTION_01,55,Car,0.944,5356,Northbound_Lane2,51.1,0
1230,2026-08-06 18:55:30,CAM_JUNCTION_01,55,Car,0.899,6645,Southbound_Lane1,3.2,0
1231,2026-08-06 18:55:31,CAM_JUNCTION_01,56,Car,0.92,7464,Southbound_Lane1,41.6,0
1232,2026-08-06 18:55:31,CAM_JUNCTION_01,56,Car,0.857,6715,Southbound_Lane1,30.2,0
1233,2026-08-06 18:55:31,CAM_JUNCTION_01,56,Car,0.866,16601,Westbound_Lane1,1.4,0
1234,2026-08-06 18:55:31,CAM_JUNCTION_01,56,Truck,0.955,7499,Eastbound_Lane1,35.5,0
1235,2026-08-06 18:55:31,CAM_JUNCTION_01,56,Car,0.964,16784,Northbound_Lane2,5.3,0
1236,2026-08-06 18:55:31,CAM_JUNCTION_01,57,Car,0.855,11727,Southbound_Lane1,45.1,0
1237,2026-08-06 18:55:31,CAM_JUNCTION_01,57,Car,0.944,11360,Northbound_Lane1,28.7,0
1238,2026-08-06 18:55:32,CAM_JUNCTION_01,58,Motorcycle,0.836,10538,Eastbound_Lane1,35.4,0
1239,2026-08-06 18:55:32,CAM_JUNCTION_01,58,Car,0.859,1309,Northbound_Lane1,26.3,0
1240,2026-08-06 18:55:32,CAM_JUNCTION_01,58,Car,0.81,8257,Northbound_Lane1,27.8,0
